Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",191,-5.94611256361718,,-0.2807351892644709,-5.948320603528559,,-9.54053430924572,3.7454816595441596,,4.237279570151749,,,,-2.5390000343322754,"George Kirby",25436,669923
"Matt Waldron","SDP",146.2,-5.644157262002268,,-0.07018317091521493,,,-9.463336696030398,7.088115676440329,,,,,,-3.5805147630008145,"Matt Waldron",25550,663362
"Adam Ottavino","NYM",56,-5.9441477457682295,,2.4689085773218458,,,-10.030663493075801,8.706940072174447,,,,-8.432059936523437,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,6.263431172975352,,-0.5413175423940023,,,,,,-2.625155029296875,,9.83159033931903,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,0.5249226888020834,,,4.698803641579368,,4.8764699300130205,-2.190650801225142,-2.2257428052948742,,,6.613892988725142,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,-3.2377138702297508,,-0.06811675521245612,,,-8.26642472163673,7.110293461726262,2.9514155350332185,,,-8.601723670959473,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,2.7961921243106618,,,-3.8118265442929027,4.075911245038433,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,-6.7643623611554,,1.2182961440667874,,,,1.3577897355363175,6.92786628969254,,,-8.704489431073588,,,"Max Scherzer",3137,453286
"T.J. McFarland","OAK",56.2,10.965686798095703,,0.19446398317813873,,,10.181205260929802,-9.751130956727025,,,,8.54209292513653,,,"T.J. McFarland",3237,519008
"Justin Wilson","CIN",46.2,4.196172733118038,,-0.5191561640525351,6.645120408799913,,,-1.0783174671412665,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",165.1,-8.549853152140198,,-0.6991885111212186,,,-10.565640214560688,,6.957317697326712,,,-10.480821839372965,,,"Charlie Morton",4676,450203
"Jake Diekman","NYM",32,11.10784657796224,,,,,9.856610298156738,-6.339954355145028,,,,10.336734959336578,,,"Jake Diekman",5003,518617
"Jesse Chavez","ATL",63.1,,,-1.6045878054277087,,,-9.623370947786922,2.0693186591653263,8.322526487585616,,,-9.542091587611607,,,"Jesse Chavez",5448,445926
"Ryan Brasier","LAD",28,-4.502683327414773,,0.48371124466260274,,,-9.061756509249328,2.287819053553328,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","- - -",51.2,-5.867564921476403,,-1.1569247245788574,,,-10.284879520468042,,,,,-9.030714877816134,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",133.2,-4.475632929652529,,0.8989350248914246,,,,,2.851628574165138,,,-9.709797648640421,,,"Albert Suarez",6175,544150
"Carlos Carrasco","CLE",103.2,-2.2812382091175425,,,,,-8.122159249441964,2.486678752493351,5.979693496436403,,,-4.2907055852345755,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BAL",52.1,-6.399370797072785,,,,,,7.514927640874335,,5.782912000477743,,-9.589892578125,,,"Craig Kimbrel",6655,518886
"Chase Anderson","- - -",58.1,-4.649725831897054,,1.5121340418970861,,,-8.648321993210736,8.268475495375595,4.519996131338725,,,-10.537331170634545,,,"Chase Anderson",6895,502624
"Martín Pérez","- - -",135,6.562678633065059,,0.8707813208108076,,,9.555166807766952,-1.1609975099563599,-1.7232900311869959,,,8.480979691008608,,,"Martin Perez",6902,527048
"Luis García","- - -",59,-4.087642426924272,,0.27841764291127524,-5.967271724860825,,-8.550079021737327,4.866362240439967,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","HOU",56.2,-0.2532736952459849,,,,,-6.728413750143612,2.579498944963728,8.752627804071576,,,-6.9399843569155095,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66.2,-4.188088342906962,,2.0419541191808954,-3.5973765695120052,,,,,,,9.333196640014648,,,"Fernando Cruz",7048,518585
"Daniel Hudson","LAD",63,-5.192328829214392,,,,,-9.532169716030944,-0.6493304935819071,,,,-10.104681066564611,,,"Daniel Hudson",7146,543339
"Jay Jackson","MIN",26.1,-6.255368067213326,,,,,-9.314689304517662,0.9901498787016737,,,,-9.097273763020834,,,"Jay Jackson",7432,543351
"Hunter Strickland","LAA",73.1,-5.525990721332994,,2.438971651517428,,,-9.80340576171875,6.897350240197981,,,,-8.91694834534551,,,"Hunter Strickland",7836,519326
"Will Smith","KCR",41.1,4.50828857421875,,,,,,-2.8860420911415074,-4.801951348027097,,,8.460357666015625,,,"Will Smith",8048,519293
"David Robertson","TEX",72,-5.006396293640137,,0.04923898975054423,,,-9.387748269473805,5.066321102189429,6.010976791381836,3.3227448640046298,,-9.377100626627604,,,"David Robertson",8241,502085
"Justin Verlander","HOU",90.1,-5.43685932928316,,,,,,1.6614006667840677,3.558349609375,,,-8.099209594726563,,,"Justin Verlander",8700,434378
"Kirby Yates","TEX",61.2,-8.695695925981571,,,-8.314604406092569,,,-1.4794864654541016,,,,,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",170.2,-8.692330941968846,,-0.46550259147722695,-8.410658430344988,,,2.0251015849497125,4.531404373041434,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","WSN",174.2,5.453765451091609,,-0.3669103353892853,,,8.71494270566786,-0.7567024846230784,-0.9307337821798122,-0.914525032043457,,7.797090825346327,,,"Patrick Corbin",9323,571578
"Joe Kelly","LAD",32,-6.96553757611443,,,,,-10.10126190185547,4.872077941894531,,3.7765185297751915,,-10.891583091334292,,,"Joe Kelly",9761,523260
"Miles Mikolas","STL",171.2,-4.347162140459218,,,,,-8.747663894019569,1.7336201082632996,3.7568172770700636,2.356503895350865,,-8.82664747362013,,,"Miles Mikolas",9803,571945
"Caleb Thielbar","MIN",47.1,2.0738558682528407,,,,,,-7.361697798925088,-4.997080300071023,,,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","STL",169.2,-3.1881477064122272,,0.8238150594982847,,,-8.129506233946918,6.2555664917633536,3.0429914785728296,,,-7.7900923295454545,,,"Kyle Gibson",10123,502043
"Shelby Miller","DET",55.2,-5.626440666717233,,2.6281890869140625,-8.796997833251954,,,1.8111004250587066,,,,,,,"Shelby Miller",10197,571946
"Aroldis Chapman","PIT",61.2,2.4280232641981057,,,2.3435567220052085,,6.356829994603207,-5.053983968098958,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",200,-6.162817808414223,,-0.29732529603129143,-7.9196897234235495,,-10.418893385506003,4.725156597852078,4.200766441470287,,,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","TBR",20.2,-4.93824474628155,,-0.5534603118896484,,,-10.125623686974789,,1.5867364247639975,,,-8.295520782470703,,,"Erasmo Ramirez",10314,541640
"Michael Tonkin","- - -",79.1,-8.930553585457401,,,,,-11.763783584406346,1.5841129422187805,,,,,,,"Michael Tonkin",10315,543859
"Scott Alexander","OAK",38.2,,,,,,8.382116197559931,-2.3298728466033936,,,,6.011354211258562,,,"Scott Alexander",10591,518397
"Chris Sale","ATL",177.2,9.45233842663299,,,,,11.075167514310024,-5.285783056855727,,,,10.078932904966788,,,"Chris Sale",10603,519242
"Merrill Kelly","ARI",73.2,-5.201014382498605,,-1.3468421643619337,,,-9.198756052348427,0.8849518050008746,4.447795521129262,,,-8.573752941945607,,,"Merrill Kelly",11156,518876
"Tommy Kahnle","NYY",42.2,-3.850258031384698,,,,,-9.368992106119792,1.8015401931036086,,,,-7.525943951015055,,,"Tommy Kahnle",11384,592454
"Jose Quintana","NYM",170.1,3.023081862081693,,,,,8.622105108243282,,-3.6636349425023917,,,8.747832354377298,,,"Jose Quintana",11423,500779
"Robbie Ray","SFG",30.2,5.851779695338629,,,,,,2.1945198813637536,,0.5249665653004366,,,,,"Robbie Ray",11486,592662
"José Ureña","TEX",109,-8.203511281056446,,,,,-10.35068610646297,-2.4250502499090056,,,,-9.587701397463906,,,"Jose Urena",11589,570632
"Jameson Taillon","CHC",165.1,-4.245400191326531,,2.7232962359952775,,,-7.578087162707565,8.388794262378246,5.305042644123454,,,-8.380003155402417,,,"Jameson Taillon",11674,592791
"Luke Jackson","- - -",53,-3.5150899461044887,,0.29798586666584015,,,,-0.7085681907482186,1.3153694803400557,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","CHC",58.2,,,1.8275478587431067,,,4.402357257780482,8.67329216003418,,2.2708782242377277,,,,,"Drew Smyly",11760,592767
"Héctor Neris","- - -",59.1,-5.843615644238491,,,-5.467141941079929,,-9.200825392597853,0.8571914400373186,,,,,,,"Hector Neris",11804,593576
"James Paxton","- - -",100.1,6.7085701661712935,,-0.19056406560933814,,,8.93348819508272,,,0.08681948825976374,,8.38646936416626,,,"James Paxton",11828,572020
"Taijuan Walker","PHI",83.2,-5.830535972974577,,-0.5138991885715061,-6.613302826122114,,-9.062836003182504,2.4264963567256927,3.508084795551915,,,,,,"Taijuan Walker",11836,592836
"Chris Martin","BOS",44.1,-6.030052633846507,,0.13484379439848324,-7.106250851653343,,-9.215471821446572,5.393749872843425,,,,,,,"Chris Martin",11847,455119
"Jason Adam","- - -",73.2,-4.654904432181852,,,,,,4.910819408940334,,,,-9.563316932091347,,,"Jason Adam",11861,592094
"Kyle Hendricks","CHC",130.2,-4.123266353818323,,,,,-8.28353761053966,,7.633702377264645,,,-6.786474225598927,,,"Kyle Hendricks",12049,543294
"Scott McGough","ARI",32.2,-5.104295453952469,,,-4.155024291462981,,-8.09185097434304,2.178617791125649,,1.9028613567352295,,,,,"Scott McGough",12056,543518
"Yimi García","- - -",39,-6.663661855511961,,,,,-10.988681344424977,4.476429580548488,5.492832871734119,,,-11.00846733481197,,,"Yimi Garcia",12095,554340
"Aaron Brooks","OAK",26.2,-7.343081584018943,,,,,-10.079983925332828,0.34906144542548495,,1.246879986354283,,-7.749943203396267,,,"Aaron Brooks",12272,605156
"Chris Bassitt","TOR",171,-4.85997341987782,,-0.5086722791092678,-8.009311946358268,,-9.958779337396265,6.941760918472421,8.34278247974537,,,-10.261339321257962,,,"Chris Bassitt",12304,605135
"Colin Rea","MIL",167.2,-4.3065599415400255,,0.6735797104326267,-8.416301990377493,,-8.55508544921875,6.60016600221068,5.094185250146048,,,,,,"Colin Rea",12317,607067
"Jacob Barnes","WSN",66,-1.5926991992928723,,2.290837744763206,,,,2.798314722572885,,,,,,,"Jacob Barnes",12323,606930
"Seth Lugo","KCR",206.2,-4.174520620392091,,-0.23037623985140931,-6.4048268387957314,,-9.077255063908146,3.569716066192844,8.606921611388037,,,-8.83321691442419,,,"Seth Lugo",12447,607625
"Blake Treinen","LAD",46.2,-5.3548736572265625,,0.13678571556796545,,,-10.196238684275794,7.629411724251761,,,,,,,"Blake Treinen",12572,595014
"Adrian Houser","NYM",69.1,-5.702463411030016,,,,,-10.043911336667495,2.723717825753348,4.498208960708307,,,-8.897755093044704,,,"Adrian Houser",12718,605288
"Nick Martinez","CIN",142.1,-3.1329583701847485,,0.6035643752379096,,,-7.737549970494235,-0.0039642113905686595,-0.5316293889825995,,,-7.597330640709918,,,"Nick Martinez",12730,607259
"Rafael Montero","HOU",38.1,-6.90060044553714,,,,,-9.555716705322265,3.8045355104932597,,,,-10.149546113404089,,,"Rafael Montero",12760,606160
"Chris Devenski","TBR",26.2,-6.358982895359849,,1.4284473109889675,,,,7.861596084222561,,,,-9.31236490242095,,,"Chris Devenski",12763,606965
"Sonny Gray","STL",166.1,0.3468150386103877,,2.717749133908371,,,-6.753231825332296,8.622146484375,6.744535495923913,2.3144383430480957,,-6.626064084610849,,,"Sonny Gray",12768,543243
"John Brebbia","- - -",55.1,-6.081048776726973,,,,,,4.56615956130537,,,,-6.6751963297526045,,,"John Brebbia",12777,605154
"Burch Smith","- - -",56.1,-3.0796687262398854,,1.996996243794759,,,-7.483764171600342,6.9552953329431,5.747396887802497,,,-5.907618386404855,,,"Burch Smith",12784,572143
"Michael Kelly","OAK",31.1,-3.6841796875,,,,,-8.428422927856445,7.990520235858386,,,,,,,"Michael Kelly",12791,547184
"Andrew Kittredge","STL",70.2,-0.9966338401617005,,3.7855380376180015,,,-8.986381886536593,3.0574280746339815,,,,,,,"Andrew Kittredge",12828,552640
"Shawn Armstrong","- - -",66.2,-4.308655303457509,,1.8548942718943073,,,-9.383403841443236,6.385047870677906,,,,,,,"Shawn Armstrong",12857,542888
"Tyler Anderson","LAA",179.1,2.7797329008475953,,-1.510723876953125,,,10.671175298002577,-1.4826717376708984,-0.2749047478040059,,,7.4523248866393255,,,"Tyler Anderson",12880,542881
"Joe Musgrove","SDP",99.2,-2.479508819187821,,1.272736068111455,,,-5.950112163156703,8.93081465391355,6.13439118460323,,,-7.5894504670173895,,,"Joe Musgrove",12970,605397
"Joe Ross","MIL",74,-4.065081596374512,,,,,-8.486029916702341,0.8190449622920162,2.26145761013031,,,-10.258579406738281,,,"Joe Ross",12972,605452
"Andrew Chafin","- - -",56.1,5.580266158773292,,,,,8.908081727251206,0.10253060967335582,,,,,,,"Andrew Chafin",12988,605177
"Colten Brewer","CHC",20.2,-3.066082338743572,,1.1081643785749162,,,-8.459461212158203,1.9338764009021578,7.235829581201604,,,,,,"Colten Brewer",12997,605155
"Yu Darvish","SDP",81.2,-4.870676974372385,,-0.5772229603358677,-4.744376734683388,,-9.406802195423055,4.530410929971895,5.422433923791956,4.072239875793457,,,,,"Yu Darvish",13074,506433
"Gerrit Cole","NYY",95,-4.553805976727785,,1.150642333984375,,,-8.51280403137207,2.3529540470668246,,4.367331262249564,,-7.101627037173412,,,"Gerrit Cole",13125,543037
"Derek Law","WSN",90,-2.537307411111811,,0.8363604453539756,,,-7.541750324306204,1.437039934515663,0.2495441436767578,,,-8.994231305803572,,,"Derek Law",13133,571882
"Eduardo Rodriguez","ARI",50,3.8176913524237204,,-0.38348096287892963,,,7.571411595200047,-1.2822320503101015,,,,9.477557216546474,,,"Eduardo Rodriguez",13164,593958
"Jordan Weems","WSN",41.2,-5.507647393812362,,,-6.986529541015625,,,2.3358938694000244,6.927754084269206,,,,,,"Jordan Weems",13190,607179
"Ross Stripling","OAK",85.1,-3.1178369452483463,,0.34390944904751247,,,-8.259591690616904,0.9386887602753692,,3.372196034488515,,-5.4491215151224175,,,"Ross Stripling",13273,548389
"Danny Coulombe","BAL",29.2,0.13356757164001465,,-2.1902659824916295,,,5.479599241226438,-7.51749919231673,,-2.965735073747306,,,,,"Danny Coulombe",13293,543056
"Hoby Milner","MIL",64.2,9.873792656868563,,,,,11.303579935770548,-6.829004448982439,,,,9.620115773661153,,,"Hoby Milner",13346,571948
"Steven Matz","STL",44.1,,,,,,9.199428922056887,0.6861219188341727,-7.171650535181949,,,8.85854284542123,,,"Steven Matz",13361,571927
"Dylan Floro","- - -",68.2,-6.122479267001893,,,,,-9.954248498987269,-0.544604148307856,,,,-10.253731324500645,,,"Dylan Floro",13394,571670
"Marcus Stroman","NYY",154.2,-4.111604645138695,,0.12578413166950658,-8.716524344723242,,-5.9540023721938224,1.9946587141954675,8.388288384703197,,,,,,"Marcus Stroman",13431,573186
"Pierce Johnson","ATL",56.1,-6.571237693544966,,-0.7004220913618039,,,,,4.9215612644102515,,,,,,"Pierce Johnson",13435,572955
"Taylor Rogers","SFG",60,,,,,,10.086560037215412,-7.750667922884051,,,,,,,"Taylor Rogers",13449,573124
"Lucas Sims","- - -",49.1,-3.1952454271934014,,1.8366185209176835,-7.089539527893066,,,9.128132384500386,8.09081789046999,,,,,,"Lucas Sims",13470,608371
"Matt Bowman","- - -",30.2,-5.318085352579753,,-0.8474779627761062,-5.990961424509684,,-10.71111740349488,7.414873450994492,,,,,,,"Matt Bowman",13528,621199
"Blake Snell","SFG",104,3.928657708301614,,,,,,-0.4353718704052186,-6.2930460700244035,,,8.335983031049036,,,"Blake Snell",13543,605483
"Steven Okert","MIN",35.1,5.358020449337894,,,,,9.615767751421247,-5.457602257924537,,,,9.589628258529974,,,"Steven Okert",13580,595345
"Jakob Junis","- - -",67,-3.808416112940362,,-1.1840251684188843,,,-8.652904432190478,6.865252653385493,,,,-7.111681225933606,,,"Jakob Junis",13619,596001
"Clay Holmes","NYY",63,,,,,,-8.4933934670677,4.9181265103614935,,,,,,,"Clay Holmes",13649,605280
"Tayler Scott","HOU",68.2,-10.25580014268013,,,-6.7474317450272405,,-11.185821533203125,6.842384739925987,,,,,,,"Tayler Scott",13652,605463
"Max Fried","ATL",174.1,0.37670120273091046,,-1.2117204090092806,,,6.376476017233982,-5.544013856713328,-5.7166533371497845,,,7.225776328332228,,,"Max Fried",13743,608331
"Chris Stratton","KCR",58.1,-4.253305830667651,,,,,-8.561063218390805,1.843958487877479,8.852999600497158,,,-8.49569671322601,,,"Chris Stratton",13761,608717
"JT Chargois","- - -",36.1,-7.022211347307477,,,,,-10.562699827429366,0.19054340270527623,,,,-8.89041805267334,,,"JT Chargois",13767,608638
"Zach Eflin","- - -",165.1,-5.63254419387196,,0.13959636771040612,,,-9.765653524412645,6.573150763531777,5.685751740828804,,,-9.325814266332843,,,"Zach Eflin",13774,621107
"Alex Wood","OAK",39.1,,,,,,10.09948765445917,-4.893298750164128,,,,9.565143652921599,,,"Alex Wood",13781,622072
"Matt Strahm","PHI",62.2,9.034281757591808,,0.6858561943317282,,,10.736404952469405,-6.151429181323626,,,,,,,"Matt Strahm",13799,621381
"Austin Adams","OAK",41.1,-5.233694394429524,,,,,-8.35052490234375,4.183865839383418,,,,,,,"Austin Adams",13801,613534
"Paul Sewald","ARI",39.2,-7.096595277177527,,,,,,5.646794698324548,,,,-9.62230110168457,,,"Paul Sewald",13892,623149
"Chris Flexen","CHW",160,-0.9306830218399814,,4.166998670400818,,,-4.293684601783752,6.013156984673172,4.216594517579552,,,-6.63102912902832,,,"Chris Flexen",13896,623167
"Brent Suter","CIN",65.2,-1.56819148477354,,,,,6.398560983163339,-1.2905817031860352,,,,5.802990337409596,,,"Brent Suter",13942,608718
"Michael Wacha","KCR",166.2,-4.276484912267395,,0.11892233668146907,,,-7.826523019324622,0.8231402079264323,6.483146235627948,,,-7.873340192938022,,,"Michael Wacha",14078,608379
"Kevin Gausman","TOR",181,-6.920243307997357,,,-9.77668388295099,,-9.4842529296875,-0.17496461868286134,,,,,,,"Kevin Gausman",14107,592332
"José Berríos","TOR",192.1,-5.99703916510319,,-1.5688175919032332,,,-9.61026215189471,,7.88228020301232,,,-8.830401545698924,,,"Jose Berrios",14168,621244
"Josh Hader","HOU",71,,,,,,5.102484028402278,0.30239162445068357,,,,7.582714716593425,,,"Josh Hader",14212,623352
"Wandy Peralta","SDP",38.1,6.760899381817512,,,,,9.34620553008781,-0.06090390682220459,,,,9.695950137867648,,,"Wandy Peralta",14295,593974
"Frankie Montas","- - -",150.2,-3.2426462075144973,,0.7689129278911808,-5.597330097332751,,-8.23597184438554,3.85043769374861,,,,,,,"Frankie Montas",14309,593423
"Joel Payamps","MIL",59,-5.852182336755701,,,,,-9.625481893849928,5.768589757424033,,,,-10.326140915138135,,,"Joel Payamps",14332,606303
"Ty Blach","COL",71.1,8.095314435641784,,1.7056876890120967,,,10.950449736221977,6.250190734863281,-0.6165656120546402,,,8.64948014732745,,,"Ty Blach",14361,621389
