Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Pierce Johnson","ATL",56.1,0.3,0.5944206,0.44978166,0.4962963,0.85920578,0.74029126,0.50873362,20.5287187,"Pierce Johnson",13435,572955
"Bryan Woo","SEA",121.1,0.31586402,0.68087215,0.53061224,0.5470852,0.86171761,0.78461538,0.58833819,20.52750809,"Bryan Woo",30279,693433
"Joe Kelly","LAD",32,0.24427481,0.65517241,0.46014493,0.515625,0.88947368,0.79527559,0.52536232,20.50855746,"Joe Kelly",9761,523260
"Zach Pop","TOR",48.1,0.29333333,0.68900804,0.49064171,0.60909091,0.89494163,0.80926431,0.4986631,20.49534451,"Zach Pop",20185,647315
"Matt Waldron","SDP",146.2,0.22924188,0.63487332,0.45142857,0.6496063,0.85446009,0.8074141,0.5477551,20.49037933,"Matt Waldron",25550,663362
"Aroldis Chapman","PIT",61.2,0.26286765,0.616179,0.44533333,0.4965035,0.7849162,0.70259481,0.51644444,20.48187135,"Aroldis Chapman",10233,547973
"Devin Williams","MIL",21.2,0.3254717,0.64804469,0.47314578,0.44927536,0.73275862,0.62702703,0.45780051,20.46052632,"Devin Williams",15816,642207
"Patrick Sandoval","LAA",79.2,0.26466381,0.64026846,0.45844875,0.50810811,0.83857442,0.74622356,0.51592798,20.45110701,"Patrick Sandoval",19447,663776
"River Ryan","LAD",20.1,0.25,0.68211921,0.4742268,0.4,0.89320388,0.76811594,0.51890034,20.44497608,"River Ryan",29514,689981
"Tommy Henry","ARI",38.1,0.24749164,0.66863905,0.47095761,0.66216216,0.90707965,0.84666667,0.53061224,20.44279661,"Tommy Henry",26285,674072
"Dedniel Núñez","NYM",35,0.38864629,0.70890411,0.5681382,0.42696629,0.80676329,0.69256757,0.56046065,20.42819843,"Dedniel Nunez",23055,673380
"Ethan Roberts","CHC",26.2,0.24267782,0.67521368,0.45665962,0.5,0.86075949,0.76388889,0.49471459,20.39830508,"Ethan Roberts",24930,681799
"Ryan Helsley","STL",66.1,0.37782805,0.66257669,0.5273899,0.41317365,0.80246914,0.6700611,0.52524168,20.39189189,"Ryan Helsley",18138,664854
"Bryce Miller","SEA",180.1,0.27808327,0.66734417,0.48708621,0.59322034,0.83857868,0.77371173,0.53692252,20.34643735,"Bryce Miller",29837,682243
"Noah Davis","COL",20.1,0.22699387,0.72361809,0.5,0.7027027,0.88888889,0.85082873,0.54972376,20.33587786,"Noah Davis",25862,663562
"David Bednar","PIT",57.2,0.32186235,0.68241966,0.5083089,0.63522013,0.78947368,0.74230769,0.51710655,20.31752306,"David Bednar",19569,670280
"Kirby Yates","TEX",61.2,0.33088235,0.67287785,0.49172347,0.57777778,0.75384615,0.69108911,0.47030185,20.30671736,"Kirby Yates",9073,489446
"Shawn Dubin","HOU",45.1,0.23300971,0.60556845,0.42348754,0.51041667,0.85440613,0.76190476,0.51126928,20.30331754,"Shawn Dubin",24977,681869
"Ryder Ryan","PIT",20.2,0.33125,0.7,0.52647059,0.58490566,0.8968254,0.80446927,0.52941176,20.272,"Ryder Ryan",19891,656924
"Shane Baz","TBR",79.1,0.25830258,0.69728916,0.5,0.54285714,0.85097192,0.77943615,0.55058043,20.26613817,"Shane Baz",22264,669358
"Kris Bubic","KCR",30.1,0.37558685,0.61417323,0.50535332,0.575,0.77564103,0.70762712,0.54389722,20.25507246,"Kris Bubic",21455,663460
"Scott Alexander","OAK",38.2,0.28671329,0.69642857,0.48939929,0.52439024,0.94871795,0.82310469,0.49469965,20.25365854,"Scott Alexander",10591,518397
"Jake Diekman","NYM",32,0.23255814,0.59202454,0.41945774,0.57142857,0.80829016,0.74524715,0.5199362,20.25313808,"Jake Diekman",5003,518617
"Peter Lambert","COL",61.1,0.25,0.70905588,0.47930703,0.53846154,0.89673913,0.80321285,0.49951877,20.22721268,"Peter Lambert",17969,663567
"Trevor Megill","MIL",46.1,0.33123028,0.6951567,0.52245509,0.40952381,0.86885246,0.73065903,0.5254491,20.22633745,"Trevor Megill",17722,656730
"Ryan Pressly","HOU",56.2,0.32106339,0.68125,0.499484,0.47770701,0.87461774,0.74586777,0.49535604,20.22468793,"Ryan Pressly",7005,519151
"George Kirby","SEA",191,0.32970225,0.70628931,0.53151331,0.60572687,0.85752449,0.78503488,0.53589484,20.20927031,"George Kirby",25436,669923
"Frankie Montas","- - -",150.2,0.27195686,0.69138577,0.48461831,0.5694051,0.85590466,0.77664577,0.50702621,20.19197562,"Frankie Montas",14309,593423
"Jack Leiter","TEX",35.2,0.26347305,0.71044776,0.48729447,0.53409091,0.82352941,0.74539877,0.50074738,20.18825911,"Jack Leiter",30146,683004
"Dylan Lee","ATL",59.2,0.40632603,0.71875,0.56926659,0.39520958,0.77329193,0.64417178,0.52153667,20.18429487,"Dylan Lee",19996,669276
"Jason Adam","- - -",73.2,0.33277027,0.69825919,0.503156,0.4213198,0.75069252,0.6344086,0.46618575,20.17739976,"Jason Adam",11861,592094
"Beau Brieske","DET",67.2,0.30377668,0.68876611,0.48524306,0.66486486,0.8315508,0.7763864,0.47135417,20.16782407,"Beau Brieske",26079,689225
"Fernando Cruz","CIN",66.2,0.31382114,0.63757116,0.46322242,0.36787565,0.78571429,0.63327032,0.4614711,20.15801887,"Fernando Cruz",7048,518585
"Dennis Santana","- - -",71.2,0.32245681,0.66666667,0.50495942,0.52380952,0.83928571,0.74464286,0.53020739,20.13902439,"Dennis Santana",17878,642701
"Garrett Cleavinger","TBR",60,0.29411765,0.65725047,0.47637051,0.48387097,0.8252149,0.7202381,0.50189036,20.13544304,"Garrett Cleavinger",17897,664076
"Jeremiah Estrada","SDP",61,0.34177215,0.70888469,0.53539382,0.40123457,0.77333333,0.66108007,0.52741775,20.12985274,"Jeremiah Estrada",22210,669093
"Sam Moll","CIN",37.2,0.26573427,0.59763314,0.44551282,0.60526316,0.82673267,0.76618705,0.54166667,20.10212766,"Sam Moll",14874,594580
"Enyel De Los Santos","- - -",64,0.28070175,0.72845528,0.5248227,0.49305556,0.79910714,0.72466216,0.54521277,20.08108108,"Enyel De Los Santos",18403,660853
"Bryan Hudson","MIL",62.1,0.26010101,0.63276836,0.47357066,0.54368932,0.88392857,0.80410023,0.57281553,20.06628242,"Bryan Hudson",19924,663542
"Jordan Weems","WSN",41.2,0.24786325,0.70680628,0.48703956,0.62068966,0.9,0.83193277,0.52114598,20.05223881,"Jordan Weems",13190,607179
"Zack Kelly","BOS",56.2,0.24944812,0.65674603,0.46394984,0.55752212,0.80664653,0.74324324,0.52664577,20.0362117,"Zack Kelly",20349,677161
"Yohan Ramírez","- - -",45,0.19887955,0.60891089,0.41655716,0.47887324,0.86585366,0.77917981,0.53088042,20.01277372,"Yohan Ramirez",19444,670990
"Josh Staumont","MIN",24.1,0.27619048,0.5952381,0.43571429,0.46551724,0.896,0.75956284,0.5,20.01269841,"Josh Staumont",18335,622251
"Mitch Spence","OAK",151.1,0.30399348,0.69776715,0.50302297,0.52546917,0.90514286,0.79166667,0.50544135,19.98901099,"Mitch Spence",27707,687765
"Cam Booser","BOS",42.2,0.30487805,0.71934605,0.52374101,0.55,0.8030303,0.73351648,0.52805755,19.984375,"Cam Booser",16061,592155
"Kevin Gausman","TOR",181,0.29828179,0.69709837,0.49476987,0.61751152,0.86598985,0.78999295,0.49267782,19.97302241,"Kevin Gausman",14107,592332
"Nick Mears","- - -",57.2,0.30952381,0.63957597,0.49124514,0.54545455,0.81491713,0.73861386,0.55058366,19.97272727,"Nick Mears",25376,683232
"JT Chargois","- - -",36.1,0.24521073,0.69029851,0.47069943,0.46875,0.88648649,0.77911647,0.50661626,19.96596859,"JT Chargois",13767,608638
"Pete Fairbanks","TBR",45.1,0.25641026,0.60471204,0.4481268,0.575,0.86147186,0.78778135,0.55043228,19.95228628,"Pete Fairbanks",17998,664126
"Brendon Little","TOR",45.2,0.26628895,0.65306122,0.45689655,0.39361702,0.86160714,0.72327044,0.49281609,19.93638171,"Brendon Little",21574,663893
"Kyle Bradish","BAL",39.1,0.24846626,0.58045977,0.41988131,0.49382716,0.84653465,0.74558304,0.51632047,19.92307692,"Kyle Bradish",24586,680694
"David Robertson","TEX",72,0.24784854,0.60252366,0.43292181,0.52777778,0.80628272,0.73003802,0.5218107,19.914037,"David Robertson",8241,502085
"Greg Weissert","BOS",63.1,0.29247312,0.63297872,0.47910593,0.66176471,0.86554622,0.80933063,0.54810496,19.90551181,"Greg Weissert",20375,669711
"Tommy Kahnle","NYY",42.2,0.31143552,0.67846608,0.47733333,0.4296875,0.77826087,0.65363128,0.452,19.88339223,"Tommy Kahnle",11384,592454
"Pablo López","MIN",185.1,0.32017229,0.68911265,0.51676727,0.53587444,0.83561644,0.74886437,0.53286385,19.8816568,"Pablo Lopez",17085,641154
"Jhony Brito","SDP",43.2,0.20141343,0.71884058,0.48566879,0.77192982,0.85080645,0.83606557,0.54936306,19.86651584,"Jhony Brito",25386,666745
"Hunter Brown","HOU",170,0.26978665,0.65668524,0.46209761,0.6122449,0.84623542,0.77752809,0.49705781,19.84230056,"Hunter Brown",25880,686613
"Scott Blewett","MIN",20.1,0.31055901,0.72327044,0.515625,0.6,0.8173913,0.75151515,0.496875,19.83122363,"Scott Blewett",16427,656240
"Mark Leiter Jr.","- - -",58,0.33737024,0.62585034,0.46221786,0.38461538,0.8115942,0.63481953,0.43277723,19.82384106,"Mark Leiter Jr.",15551,643410
"Bowden Francis","TOR",103.2,0.29064748,0.69872538,0.51668806,0.63366337,0.85737977,0.80124224,0.55391528,19.79616725,"Bowden Francis",20548,670102
"Caleb Ferguson","- - -",54.1,0.26789838,0.64426877,0.47071353,0.45689655,0.87730061,0.76696833,0.53887114,19.78386167,"Caleb Ferguson",19349,657571
"Tanner Bibee","CLE",173.2,0.27685325,0.70961413,0.50894423,0.61748634,0.80552995,0.75809786,0.53630305,19.77574048,"Tanner Bibee",30134,676440
"Shelby Miller","DET",55.2,0.27525253,0.6784141,0.49058824,0.59633028,0.83766234,0.77458034,0.53411765,19.76688103,"Shelby Miller",10197,571946
"Kyle Gibson","STL",169.2,0.25841924,0.61420932,0.42691751,0.50531915,0.87313433,0.7559322,0.473589,19.75036855,"Kyle Gibson",10123,502043
"Hunter Stratton","PIT",37.2,0.31521739,0.70819672,0.52151463,0.51724138,0.84722222,0.75247525,0.52495697,19.74820144,"Hunter Stratton",23455,676702
"Jhoan Duran","MIN",54.1,0.28,0.66528067,0.49035187,0.49107143,0.775,0.70138889,0.54597049,19.73966309,"Jhoan Duran",21029,661395
"Blake Treinen","LAD",46.2,0.33241758,0.62198391,0.47896879,0.49586777,0.87068966,0.74220963,0.50610583,19.71062271,"Blake Treinen",12572,595014
"Mason Englert","DET",21.2,0.32653061,0.74556213,0.52054795,0.515625,0.84920635,0.73684211,0.4630137,19.68014706,"Mason Englert",22288,669438
"Matt Festa","- - -",23.2,0.29447853,0.74774775,0.55584416,0.6875,0.79518072,0.77102804,0.57662338,19.67605634,"Matt Festa",19330,670036
"Spencer Turnbull","PHI",54.1,0.23880597,0.61744966,0.42358079,0.53571429,0.85869565,0.76546392,0.48799127,19.67485549,"Spencer Turnbull",16207,605513
"Jordan Leasure","CHW",31.1,0.23247232,0.71972318,0.48392857,0.53968254,0.82692308,0.7601476,0.51607143,19.67067308,"Jordan Leasure",29950,673929
"Michel Otañez","OAK",34,0.28571429,0.65,0.46755408,0.29069767,0.75897436,0.61565836,0.49916805,19.65401786,"Michel Otanez",22533,671305
"J.P. France","HOU",25.1,0.22568093,0.66028708,0.42060086,0.5862069,0.84782609,0.77040816,0.44849785,19.65306122,"J.P. France",21212,641585
"Xzavion Curry","- - -",42.2,0.26490066,0.72700297,0.5086072,0.7125,0.87755102,0.83692308,0.52738654,19.6516129,"Xzavion Curry",25595,675540
"Ryne Stanek","- - -",55.1,0.32121212,0.71161826,0.51381781,0.52830189,0.7696793,0.69322709,0.49334698,19.63797814,"Ryne Stanek",15947,592773
"Logan Gilbert","SEA",208.2,0.31638796,0.68390433,0.50328731,0.44186047,0.82136106,0.70411496,0.50854701,19.63595506,"Logan Gilbert",22250,669302
"Jake Cousins","NYY",38,0.34005764,0.53535354,0.43012422,0.38135593,0.85534591,0.6534296,0.46118012,19.63449692,"Jake Cousins",21620,664776
"Tony Santillan","CIN",30,0.28571429,0.66202091,0.5,0.53225806,0.78947368,0.72619048,0.56944444,19.63157895,"Tony Santillan",19926,663574
"Jared Koenig","MIL",62,0.25526932,0.62711864,0.47099312,0.58715596,0.84864865,0.78914405,0.58013766,19.63017356,"Jared Koenig",27517,657649
"Ryan Yarbrough","- - -",98.2,0.25541126,0.64920828,0.46895641,0.68361582,0.83864916,0.8,0.54227213,19.62926391,"Ryan Yarbrough",16502,642232
"Jacob Barnes","WSN",66,0.29649123,0.69469835,0.49149508,0.5739645,0.86578947,0.77595628,0.48970457,19.61785714,"Jacob Barnes",12323,606930
"Adam Oller","MIA",42.1,0.24860335,0.61363636,0.42957746,0.61797753,0.87962963,0.80327869,0.49577465,19.61702128,"Adam Oller",20132,670124
"José Berríos","TOR",192.1,0.30541872,0.62022773,0.46671242,0.64976959,0.8812095,0.80735294,0.51235415,19.61632846,"Jose Berrios",14168,621244
"Yariel Rodríguez","TOR",86.2,0.27260982,0.64697802,0.45406125,0.53554502,0.86836518,0.76539589,0.48468708,19.6108156,"Yariel Rodriguez",33838,684320
"Elvis Peguero","MIL",51.1,0.33991228,0.63538874,0.47285887,0.50967742,0.88607595,0.7372449,0.44993969,19.60402685,"Elvis Peguero",21652,665625
"Jeff Hoffman","PHI",66.1,0.35270541,0.67928287,0.51648352,0.41477273,0.80058651,0.66924565,0.5014985,19.60272109,"Jeff Hoffman",17432,656546
"A.J. Minter","ATL",34.1,0.31300813,0.71014493,0.52298851,0.54545455,0.80612245,0.73260073,0.52873563,19.5974026,"A.J. Minter",18655,621345
"Tanner Scott","- - -",72,0.32175503,0.68993506,0.51676698,0.50568182,0.77176471,0.69384359,0.52966466,19.58932715,"Tanner Scott",17586,656945
"Mitch White","- - -",23.2,0.28877005,0.69911504,0.51331719,0.74074074,0.89873418,0.85849057,0.5472155,19.58881579,"Mitch White",19225,669952
"Logan Allen","ARI",28,0.22222222,0.72834646,0.49574468,0.47916667,0.90810811,0.81974249,0.54042553,19.58357771,"Logan Allen",18555,663531
"Shota Imanaga","CHC",173.1,0.36291601,0.73811321,0.55508311,0.55458515,0.82413088,0.73816156,0.51217627,19.58151885,"Shota Imanaga",33829,684007
"Chris Sale","ATL",177.2,0.34492968,0.62295082,0.48952043,0.53648069,0.80153509,0.71190131,0.52007105,19.57292162,"Chris Sale",10603,519242
"Hunter Strickland","LAA",73.1,0.2810219,0.64039409,0.4701815,0.62987013,0.85897436,0.79411765,0.52636128,19.57274827,"Hunter Strickland",7836,519326
"Justin Anderson","CHW",53.1,0.31485149,0.65384615,0.47307286,0.49685535,0.84775087,0.72321429,0.46673706,19.56960227,"Justin Anderson",16201,605121
"Tanner Rainey","WSN",51,0.2735426,0.68762677,0.49094782,0.52459016,0.84955752,0.76355748,0.52502662,19.56373938,"Tanner Rainey",17610,663432
"Justin Wilson","CIN",46.2,0.34920635,0.72374429,0.5502451,0.64393939,0.84227129,0.78396437,0.53676471,19.56105611,"Justin Wilson",4301,458677
"Héctor Neris","- - -",59.1,0.32053743,0.71047228,0.50892857,0.58682635,0.84104046,0.7582846,0.48313492,19.56016043,"Hector Neris",11804,593576
"Max Fried","ATL",174.1,0.27078734,0.63720599,0.45691528,0.53804348,0.87248322,0.77496038,0.50796524,19.54348894,"Max Fried",13743,608331
"Jordan Hicks","SFG",109.2,0.24974824,0.63834197,0.4412666,0.51612903,0.86525974,0.7650463,0.49284985,19.53950954,"Jordan Hicks",19618,663855
"Andrew Chafin","- - -",56.1,0.34214876,0.65469613,0.45915202,0.43961353,0.85654008,0.66216216,0.37435367,19.53814147,"Andrew Chafin",12988,605177
"Corbin Burnes","BAL",194.1,0.32624113,0.65951557,0.48698264,0.48616601,0.86778594,0.73543523,0.48230975,19.52689152,"Corbin Burnes",19361,669203
"Matt Bowman","- - -",30.2,0.218107,0.63779528,0.43259557,0.64150943,0.88888889,0.82790698,0.5110664,19.51232877,"Matt Bowman",13528,621199
"Hayden Wesneski","CHC",67.2,0.30093458,0.60555556,0.45395349,0.50310559,0.88990826,0.76229508,0.50232558,19.50883838,"Hayden Wesneski",27581,669713
"José Leclerc","TEX",66.2,0.30298507,0.67350746,0.46766169,0.48275862,0.74792244,0.65248227,0.44444444,19.48618785,"Jose Leclerc",14524,600917
"Valente Bellozo","MIA",68.2,0.2243346,0.66373239,0.45246801,0.70338983,0.85411141,0.81818182,0.51919561,19.47934919,"Valente Bellozo",23899,678368
"Robert Garcia","WSN",59.2,0.33571429,0.64638783,0.50845666,0.58156028,0.80588235,0.74012474,0.55602537,19.47674419,"Robert Garcia",23363,676395
"Chris Roycroft","STL",34.1,0.27173913,0.609375,0.45302013,0.6,0.87179487,0.7962963,0.53691275,19.47045455,"Chris Roycroft",31261,688297
"Bryce Jarvis","ARI",59.1,0.25965665,0.67097967,0.48063555,0.61157025,0.8677686,0.80371901,0.53723932,19.46987952,"Bryce Jarvis",27477,686826
"Paul Blackburn","- - -",75.1,0.26129032,0.70101351,0.47607261,0.59259259,0.86746988,0.79029463,0.48844884,19.46741573,"Paul Blackburn",14739,621112
"Chris Martin","BOS",44.1,0.33962264,0.67091837,0.53729072,0.64444444,0.85551331,0.80169972,0.59665145,19.46398305,"Chris Martin",11847,455119
"Anthony Bender","MIA",53,0.25345622,0.575,0.42872117,0.51818182,0.89966555,0.79706601,0.54507338,19.46344828,"Anthony Bender",19742,669622
"Justin Verlander","HOU",90.1,0.29472329,0.67123288,0.48607595,0.68558952,0.86270872,0.80989583,0.50822785,19.4612766,"Justin Verlander",8700,434378
"Bailey Falter","PIT",142.1,0.27107791,0.665,0.4922789,0.59448819,0.89598997,0.82319392,0.56153486,19.43904021,"Bailey Falter",20070,663559
"Josh Winckowski","BOS",76,0.27115717,0.6580938,0.47741935,0.57961783,0.88735632,0.80574324,0.53306452,19.43840178,"Josh Winckowski",22387,670174
"Dany Jiménez","OAK",25.2,0.22767857,0.59734513,0.41333333,0.37254902,0.87407407,0.73655914,0.50222222,19.43243243,"Dany Jimenez",21170,666204
"Jason Foley","DET",60,0.26478149,0.65697674,0.48839779,0.57281553,0.86135693,0.79411765,0.57016575,19.42307692,"Jason Foley",19531,671345
"Scott McGough","ARI",32.2,0.26377953,0.68571429,0.48501873,0.47761194,0.83854167,0.74517375,0.52434457,19.42278481,"Scott McGough",12056,543518
"Robert Suarez","SDP",65,0.32300885,0.75619048,0.55578301,0.66438356,0.81612091,0.77532228,0.53735926,19.42178771,"Robert Suarez",30115,663158
"Colin Holderman","PIT",51.1,0.2529274,0.64479638,0.45224396,0.51851852,0.80350877,0.72519084,0.50863061,19.40498442,"Colin Holderman",22361,670059
"Griffin Canning","LAA",171.2,0.29773031,0.68417214,0.48239805,0.55381166,0.87526652,0.7716763,0.47786685,19.40235849,"Griffin Canning",19867,656288
"Luis Ortiz","PIT",135.2,0.23935091,0.68366465,0.47923472,0.6059322,0.87737042,0.81499513,0.53989734,19.39861461,"Luis Ortiz",27646,682847
"Luis García","- - -",59,0.33181818,0.65283843,0.49554566,0.50684932,0.89966555,0.77078652,0.51002227,19.37871674,"Luis Garcia",6984,472610
"José Alvarado","PHI",61.2,0.27083333,0.65458015,0.46197719,0.5034965,0.83090379,0.7345679,0.49809886,19.37626263,"Jose Alvarado",17780,621237
"Christian Scott","NYM",47.1,0.2464986,0.73255814,0.51207116,0.57954545,0.85396825,0.79404467,0.54637865,19.37542662,"Christian Scott",30107,681035
"Yennier Cano","BAL",60,0.33003953,0.63346614,0.48115079,0.5508982,0.84591195,0.7443299,0.49801587,19.37218543,"Yennier Cano",25911,666974
"Victor González","NYY",23.1,0.25592417,0.63428571,0.42746114,0.7037037,0.88288288,0.82424242,0.45336788,19.37024221,"Victor Gonzalez",16408,624647
"Bryan Abreu","HOU",78.1,0.30495356,0.6146789,0.46076923,0.43147208,0.81343284,0.68781302,0.50307692,19.36880165,"Bryan Abreu",16609,650556
"Yusei Kikuchi","- - -",175.2,0.28478731,0.66122715,0.48235697,0.50126582,0.82230997,0.73224432,0.52483727,19.33486661,"Yusei Kikuchi",20633,579328
"Kaleb Ort","HOU",24.2,0.30357143,0.66161616,0.49726776,0.58823529,0.80916031,0.74725275,0.54098361,19.31617647,"Kaleb Ort",20061,672391
"Craig Kimbrel","BAL",52.1,0.24089069,0.63034188,0.43035343,0.51260504,0.81355932,0.72705314,0.48648649,19.30631868,"Craig Kimbrel",6655,518886
"Jose Quintana","NYM",170.1,0.27739075,0.61693548,0.42674707,0.63926941,0.89411765,0.80133001,0.4398723,19.30366492,"Jose Quintana",11423,500779
"Kyle Nicolas","PIT",54.2,0.24493927,0.67538126,0.45225603,0.49586777,0.84516129,0.74709977,0.48163694,19.30212766,"Kyle Nicolas",27775,693312
"Cionel Pérez","BAL",53.2,0.22302158,0.67040359,0.45422943,0.50537634,0.87625418,0.78826531,0.51680185,19.2983871,"Cionel Perez",19614,672335
"Max Scherzer","TEX",43.1,0.36024845,0.71469741,0.54409567,0.51724138,0.83064516,0.73076923,0.5186846,19.29124236,"Max Scherzer",3137,453286
"Yerry Rodríguez","- - -",21.2,0.22488038,0.71615721,0.48173516,0.65957447,0.8597561,0.81516588,0.52283105,19.28787879,"Yerry Rodriguez",21955,666720
"Mitchell Parker","WSN",151,0.32393162,0.68962723,0.51164725,0.59366755,0.88954172,0.79837398,0.51331115,19.27272727,"Mitchell Parker",27636,680730
"Justin Slaten","BOS",55.1,0.35516373,0.70531401,0.53390875,0.43262411,0.88013699,0.73441109,0.51048089,19.26495726,"Justin Slaten",25648,686580
"Bradley Blalock","- - -",30.2,0.23181818,0.68,0.47021277,0.64705882,0.85882353,0.80995475,0.53191489,19.26239067,"Bradley Blalock",26419,687134
"Kyle Freeland","COL",113.1,0.27742749,0.67827869,0.49858677,0.61363636,0.91691843,0.84126984,0.55172414,19.25296443,"Kyle Freeland",16256,607536
"Slade Cecconi","ARI",77,0.24074074,0.66445623,0.48763524,0.62307692,0.86626747,0.81616482,0.58268934,19.25263158,"Slade Cecconi",27500,677944
"Nick Nastrini","CHW",35.2,0.22641509,0.63225806,0.39782016,0.51041667,0.84693878,0.73630137,0.42234332,19.25178571,"Nick Nastrini",29833,680897
"Luis Medina","OAK",40,0.27034884,0.67819149,0.48333333,0.60215054,0.88627451,0.81034483,0.52222222,19.24675325,"Luis Medina",21649,665622
"Nathan Eovaldi","TEX",170.2,0.33057167,0.68316832,0.52079359,0.53383459,0.84057971,0.75091575,0.53948874,19.24621014,"Nathan Eovaldi",9132,543135
"Ryan Thompson","ARI",66.1,0.34883721,0.63492063,0.4964176,0.64848485,0.86875,0.79381443,0.51586489,19.22804533,"Ryan Thompson",16647,657044
"Joey Wentz","- - -",67.1,0.29692308,0.66666667,0.47063622,0.51813472,0.83854167,0.73136915,0.46982055,19.2257361,"Joey Wentz",19962,666214
