Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Yerry Rodríguez","- - -",0.2878787878787879,0.757575757,0.194444444,0.347222222,0.458333333,0.09090909,0.212121212,10,4.153846641405152,162,276,438,0.31506849,0.42465753,0.26027397,0.16438356,0.36986301,0.46575342,"Yerry Rodriguez",21955,666720
"Emmanuel Ramirez","MIA",0.3157894736842105,1,0.2,0.4,0.4,0.125,0.125,14,6.0967749437855066,145,226,371,0.48333333,0.33333333,0.18333333,0.11666667,0.43333333,0.45,"Emmanuel Ramirez",17304,642629
"Keaton Winn","SFG",0.29936305732484075,1.673469387,0.201219512,0.5,0.298780487,0.020408163,0.183673469,21,3.4156627290946946,291,586,877,0.48484848,0.33939394,0.17575758,0.07878788,0.48484848,0.43636364,"Keaton Winn",23499,676775
"Bradley Blalock","- - -",0.30392156862745096,0.886363636,0.216981132,0.367924528,0.415094339,0.068181818,0.09090909,22,6.456522274558215,215,339,554,0.38679245,0.43396226,0.17924528,0.14150943,0.4245283,0.43396226,"Bradley Blalock",26419,687134
"Danny Coulombe","BAL",0.1791044776119403,1.214285714,0.114285714,0.485714285,0.4,0.035714285,0.107142857,16,4.853934248655254,167,299,466,0.48571429,0.37142857,0.14285714,0.18571429,0.38571429,0.42857143,"Danny Coulombe",13293,543056
"Erik Swanson","TOR",0.23809523809523808,1.195121951,0.224137931,0.422413793,0.353448275,0.097560975,0.268292682,25,5.720339722758112,241,426,667,0.38793103,0.37931034,0.23275862,0.11206897,0.46551724,0.42241379,"Erik Swanson",16587,657024
"Victor Vodnik","COL",0.30952380952380953,2.017241379,0.186046511,0.544186046,0.269767441,0.051724137,0.120689655,19,2.321267288866316,536,806,1342,0.32258065,0.40552995,0.2718894,0.15668203,0.42396313,0.41935484,"Victor Vodnik",24614,680767
"Hayden Birdsong","SFG",0.27218934911242604,0.958904109,0.1875,0.397727272,0.414772727,0.02739726,0.150684931,37,4.625,568,820,1388,0.39444444,0.36666667,0.23888889,0.1,0.48333333,0.41666667,"Hayden Birdsong",31635,806185
"Ryder Ryan","PIT",0.3064516129032258,0.793103448,0.161290322,0.370967741,0.467741935,0.103448275,0.068965517,6,2.6129035473366455,116,228,344,0.49206349,0.33333333,0.17460317,0.15873016,0.42857143,0.41269841,"Ryder Ryan",19891,656924
"Ray Kerr","ATL",0.4032258064516129,0.84,0.28125,0.328125,0.390625,0.08,0.16,3,1.2089552927134097,137,246,383,0.42424242,0.33333333,0.24242424,0.10606061,0.48484848,0.40909091,"Ray Kerr",23809,678061
"Emilio Pagán","CIN",0.35051546391752575,0.666666666,0.215686274,0.31372549,0.470588235,0.166666666,0.125,20,4.736842580779485,185,409,594,0.38834951,0.37864078,0.23300971,0.14563107,0.44660194,0.40776699,"Emilio Pagan",14771,641941
"Tommy Nance","TOR",0.25806451612903225,1.94117647,0.206349206,0.523809523,0.269841269,0.117647058,0.117647058,12,4.909091334697666,108,214,322,0.46875,0.359375,0.171875,0.171875,0.421875,0.40625,"Tommy Nance",19178,667297
"Xzavion Curry","- - -",0.23255813953488372,0.421052631,0.211678832,0.233576642,0.554744525,0.092105263,0.105263157,26,5.484375449479594,212,427,639,0.32116788,0.41605839,0.26277372,0.1459854,0.45255474,0.40145985,"Xzavion Curry",25595,675540
"Ryan Burr","TOR",0.32894736842105265,0.722222222,0.225,0.325,0.45,0.055555555,0.111111111,13,3.58163345470788,194,376,570,0.45,0.325,0.225,0.1375,0.4625,0.4,"Ryan Burr",17536,621114
"Scott McGough","ARI",0.28865979381443296,1,0.184466019,0.40776699,0.40776699,0.071428571,0.142857142,29,7.989797240145869,219,359,578,0.30097087,0.4368932,0.26213592,0.12621359,0.47572816,0.39805825,"Scott McGough",12056,543518
"Spencer Howard","- - -",0.3979591836734694,0.886363636,0.178217821,0.386138613,0.435643564,0.09090909,0.113636363,18,5.586207447664403,178,359,537,0.37864078,0.30097087,0.32038835,0.13592233,0.46601942,0.39805825,"Spencer Howard",23252,675921
"Roddery Muñoz","MIA",0.2669491525423729,0.747899159,0.20610687,0.339694656,0.454198473,0.06722689,0.218487394,36,3.919354959283489,582,904,1486,0.39694656,0.37022901,0.23282443,0.13358779,0.46946565,0.39694656,"Roddery Munoz",25311,682610
"Nate Pearson","- - -",0.3142857142857143,0.932432432,0.231182795,0.370967741,0.397849462,0.148648648,0.162162162,17,2.3065330391415317,373,686,1059,0.42245989,0.36363636,0.21390374,0.13368984,0.47058824,0.39572193,"Nate Pearson",20160,663878
"Kyle Leahy","STL",0.2517482517482518,0.967741935,0.164383561,0.410958904,0.424657534,0.080645161,0.064516129,30,5.54794636513621,239,456,695,0.37414966,0.39455782,0.23129252,0.10884354,0.49659864,0.39455782,"Kyle Leahy",24763,681517
"Taj Bradley","TBR",0.2840909090909091,1.061643835,0.184281842,0.4200542,0.395663956,0.109589041,0.150684931,69,4.5,813,1483,2296,0.39410188,0.35924933,0.24664879,0.10187668,0.50402145,0.39410188,"Taj Bradley",22543,671737
"Austin Gomber","COL",0.2896281800391389,0.918918918,0.20670391,0.379888268,0.413407821,0.058558558,0.135135135,78,4.254545454545455,897,1725,2622,0.4232902,0.36414048,0.21256932,0.1219963,0.48428835,0.39371534,"Austin Gomber",16561,596295
"Anthony Molina","COL",0.34536082474226804,1.431034482,0.287878787,0.419191919,0.292929292,0.086206896,0.086206896,18,2.715084001398225,387,662,1049,0.32160804,0.39698492,0.28140704,0.12562814,0.48241206,0.3919598,"Anthony Molina",26952,683627
"Bryce Elder","ATL",0.3660130718954248,1.653061224,0.1875,0.50625,0.30625,0.040816326,0.163265306,15,2.7181209445477656,328,536,864,0.46583851,0.34161491,0.19254658,0.16149068,0.44720497,0.39130435,"Bryce Elder",27779,693821
"Bobby Miller","LAD",0.33121019108280253,1.241935483,0.201149425,0.442528735,0.356321839,0.048387096,0.274193548,42,6.75,417,637,1054,0.3908046,0.37931034,0.22988506,0.12643678,0.48275862,0.3908046,"Bobby Miller",27483,676272
"Jesus Tinoco","- - -",0.23529411764705882,1.195121951,0.142857142,0.466666666,0.39047619,0.097560975,0.073170731,19,4.204918591574497,221,423,644,0.32380952,0.38095238,0.2952381,0.21904762,0.39047619,0.39047619,"Jesus Tinoco",16300,622786
"Taijuan Walker","PHI",0.3204633204633205,0.930434782,0.215547703,0.378091872,0.406360424,0.147826086,0.208695652,53,5.7011952624468805,543,892,1435,0.44169611,0.3745583,0.18374558,0.13074205,0.48056537,0.38869258,"Taijuan Walker",11836,592836
