Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"George Kirby","SEA",191,4.629241466522217,,0.08714507520198822,-6.184658527374268,,10.534395217895508,9.00379467010498,,-4.732349872589111,,,,-0.0350487045943737,"George Kirby",25436,669923
"Matt Waldron","SDP",146.2,-3.591585099697113,,3.9645692110061646,,,2.261314809322357,2.418941378593445,,,,,,-10.160306811332703,"Matt Waldron",25550,663362
"Adam Ottavino","NYM",56,2.686634063720703,,-2.9643099308013916,,,2.7812142372131348,-1.506922721862793,,,,-0.8752118945121765,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,4.314016342163086,,-1.987260341644287,,,,,,-0.5309067964553833,,-4.850164890289307,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,-4.623765468597412,,,-0.5077153444290161,,-0.07318232953548431,-0.2472027987241745,0.5517034530639648,,,0.4274333715438843,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,8.34188461303711,,-4.667110443115234,,,-1.5725972652435303,-0.42193323373794556,-2.5100722312927246,,,-3.15765643119812,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,5.640357494354248,,,1.0299956798553467,2.64084529876709,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,0.15930762887001038,,1.1833438873291016,,,,1.7763620615005493,-1.9834564924240112,,,-1.8269939422607422,,,"Max Scherzer",3137,453286
"T.J. McFarland","OAK",56.2,0.24353556334972382,,0.054773960262537,,,4.151390552520752,3.0202739238739014,,,,-1.045802354812622,,,"T.J. McFarland",3237,519008
"Justin Wilson","CIN",46.2,-9.395687103271484,,3.497891664505005,0.17123746871948242,,,-2.1051506996154785,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",165.1,-11.306836128234863,,-1.650490403175354,,,1.0869642496109009,,9.227123260498047,,,-4.231007099151611,,,"Charlie Morton",4676,450203
"Jake Diekman","NYM",32,-1.4751683473587036,,,,,-0.18968504667282104,0.46125465631484985,,,,-3.608916759490967,,,"Jake Diekman",5003,518617
"Jesse Chavez","ATL",63.1,,,3.932075023651123,,,-2.036836624145508,-2.2675390243530273,0.24829059839248657,,,0.9961146116256714,,,"Jesse Chavez",5448,445926
"Ryan Brasier","LAD",28,4.67608579993248,,1.8203325271606445,,,0.7587540745735168,-3.7720806300640106,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","- - -",51.2,2.792216122150421,,3.824821710586548,,,-2.7978784292936325,,,,,3.846905618906021,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",133.2,-3.981012284755707,,3.188557982444763,,,,,1.207604169845581,,,-1.9247640371322632,,,"Albert Suarez",6175,544150
"Carlos Carrasco","CLE",103.2,-3.716090679168701,,,,,-5.477698802947998,-4.5275187492370605,1.7035999298095703,,,-4.227799892425537,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BAL",52.1,-0.9115880727767944,,,,,,0.7443444728851318,,-0.6619473695755005,,-0.15446852147579193,,,"Craig Kimbrel",6655,518886
"Chase Anderson","- - -",58.1,-5.740256309509277,,-4.080325827002525,,,0.5725538916885853,0.7446949481964111,0.5540337115526199,,,2.914942502975464,,,"Chase Anderson",6895,502624
"Martín Pérez","- - -",135,-9.546108722686768,,-2.9886151552200317,,,4.521327517926693,-0.510574221611023,1.9338372349739075,,,-6.351800441741943,,,"Martin Perez",6902,527048
"Luis García","- - -",59,-0.442345529794693,,-0.1692187562584877,-2.2700719237327576,,1.5766589641571045,-0.015380829572677612,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","HOU",56.2,-1.8323776721954346,,,,,-0.959439218044281,2.5694730281829834,0.0980997309088707,,,-0.656304121017456,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66.2,-0.0895768404006958,,-6.00637674331665,8.730347990989685,,,,,,,-0.0483221560716629,,,"Fernando Cruz",7048,518585
"Daniel Hudson","LAD",63,3.1367263793945312,,,,,-0.5974103808403015,3.767866373062134,,,,-0.9233182668685913,,,"Daniel Hudson",7146,543339
"Jay Jackson","MIN",26.1,2.3693158626556396,,,,,0.7440913915634155,-6.1312103271484375,,,,-1.7768402099609375,,,"Jay Jackson",7432,543351
"Hunter Strickland","LAA",73.1,1.5957069396972656,,0.14309708774089813,,,-1.3898262977600098,6.658391952514648,,,,1.6140141487121582,,,"Hunter Strickland",7836,519326
"Will Smith","KCR",41.1,-4.1634674072265625,,,,,,0.5383784174919128,-1.7634273767471313,,,-0.08417968451976776,,,"Will Smith",8048,519293
"David Robertson","TEX",72,-0.04893939942121506,,16.776885986328125,,,0.3149127960205078,-1.4442695379257202,-0.0833708643913269,-4.771413803100586,,1.3196486234664917,,,"David Robertson",8241,502085
"Justin Verlander","HOU",90.1,-4.549938201904297,,,,,,2.0070149898529053,-5.0380167961120605,,,-0.9224296808242798,,,"Justin Verlander",8700,434378
"Kirby Yates","TEX",61.2,14.524584770202637,,,7.311522006988525,,,0.023752760142087936,,,,,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",170.2,8.087641716003418,,-5.463140964508057,12.562407493591309,,,-0.5976832509040833,-2.832045316696167,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","WSN",174.2,-3.2073211669921875,,-2.049237012863159,,,-18.51871109008789,4.0564775466918945,-1.083116054534912,0.09413832426071167,,-5.368913173675537,,,"Patrick Corbin",9323,571578
"Joe Kelly","LAD",32,-0.580406904220581,,,,,0.5405265092849731,-0.6385320425033569,,0.21330362558364868,,-3.4712131023406982,,,"Joe Kelly",9761,523260
"Miles Mikolas","STL",171.2,1.700329303741455,,,,,8.887933731079102,-9.0950927734375,-6.170418739318848,0.5933334827423096,,-9.704307556152344,,,"Miles Mikolas",9803,571945
"Caleb Thielbar","MIN",47.1,-4.355096340179443,,,,,,-2.641263484954834,3.3728344440460205,,,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","STL",169.2,-5.101881980895996,,1.2270961999893188,,,1.578345775604248,5.257131099700928,-5.271019458770752,,,3.312387228012085,,,"Kyle Gibson",10123,502043
"Shelby Miller","DET",55.2,6.951904773712158,,-0.056095656007528305,-1.9232878684997559,,,0.34671682119369507,,,,,,,"Shelby Miller",10197,571946
"Aroldis Chapman","PIT",61.2,1.5742888450622559,,,2.6524429321289062,,-0.7757156491279602,0.9053359627723694,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",200,11.129014015197754,,-0.6500537395477295,3.2988383769989014,,15.65138053894043,3.9576761722564697,-2.998730182647705,,,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","TBR",20.2,-0.3384494185447693,,-3.847583055496216,,,4.317418575286865,,0.44080865383148193,,,0.306898832321167,,,"Erasmo Ramirez",10314,541640
"Michael Tonkin","- - -",79.1,2.264137864112854,,,,,2.544667422771454,-2.206412374973297,,,,,,,"Michael Tonkin",10315,543859
"Scott Alexander","OAK",38.2,,,,,,4.926702976226807,3.874478816986084,,,,-1.9498525857925415,,,"Scott Alexander",10591,518397
"Chris Sale","ATL",177.2,-1.2936457395553589,,,,,-4.01141357421875,24.55643653869629,,,,12.275951385498047,,,"Chris Sale",10603,519242
"Merrill Kelly","ARI",73.2,-1.7131781578063965,,0.03794576972723007,,,-5.472420692443848,-0.23517204821109772,-1.5653996467590332,,,10.680431365966797,,,"Merrill Kelly",11156,518876
"Tommy Kahnle","NYY",42.2,-3.5168049335479736,,,,,-2.529745101928711,0.40981510281562805,,,,10.437599182128906,,,"Tommy Kahnle",11384,592454
"Jose Quintana","NYM",170.1,-2.002405881881714,,,,,7.002966403961182,,-0.3473341464996338,,,2.7156834602355957,,,"Jose Quintana",11423,500779
"Robbie Ray","SFG",30.2,1.372887372970581,,,,,,0.3272727131843567,,-2.2532458305358887,,,,,"Robbie Ray",11486,592662
"José Ureña","TEX",109,-2.9609029293060303,,,,,5.29300856590271,-1.1274819374084473,,,,-2.1712722778320312,,,"Jose Urena",11589,570632
"Jameson Taillon","CHC",165.1,-2.0075623989105225,,13.20769214630127,,,3.9950640201568604,2.484119415283203,-3.774834156036377,,,-2.5952579975128174,,,"Jameson Taillon",11674,592791
"Luke Jackson","- - -",53,-1.2769609689712524,,-0.2623704746365547,,,,-0.2754376083612442,0.129463579505682,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","CHC",58.2,,,-0.34324949979782104,,,-0.8626613616943359,0.039364367723464966,,-1.3745131492614746,,,,,"Drew Smyly",11760,592767
"Héctor Neris","- - -",59.1,2.9558159708976746,,,-3.719760239124298,,0.5344013534486294,-2.6516435146331787,,,,,,,"Hector Neris",11804,593576
