Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Adam Ottavino","NYM",56,0.09571286,,0.10667996,,,0.34197408,0.40578265,,,,0.04985045,,,,"Adam Ottavino",1247,493603
"Matt Moore","LAA",48.1,0.50117647,,0.00705882,,,,,,0.17647059,,0.31529412,,,,"Matt Moore",1890,519043
"Clayton Kershaw","LAD",30,0.35119048,,,0.0218254,,0.00595238,0.43650794,0.16269841,,,0.0218254,,,,"Clayton Kershaw",2036,477132
"Lance Lynn","STL",117.1,0.47229034,,0.22265817,,,0.16723884,0.01275135,0.06228543,,,0.06277587,,,,"Lance Lynn",2520,458681
"Kenley Jansen","BOS",54.2,,,0.84893883,,,0.07365793,0.07740325,,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TEX",43.1,0.43946188,,0.0612855,,,,0.22122571,0.13901345,,,0.13901345,,,,"Max Scherzer",3137,453286
"T.J. McFarland","OAK",56.2,0.00598086,,0.00119617,,,0.48564593,0.38397129,,,,0.12320574,,,,"T.J. McFarland",3237,519008
"Justin Wilson","CIN",46.2,0.49509804,,0.24019608,0.01102941,,,0.25367647,,,,,,,,"Justin Wilson",4301,458677
"Charlie Morton","ATL",165.1,0.28878538,,0.0784665,,,0.09888929,,0.42386241,,,0.10999642,,,,"Charlie Morton",4676,450203
"Jake Diekman","NYM",32,0.61244019,,,,,0.0015949,0.28867624,,,,0.09728868,,,,"Jake Diekman",5003,518617
"Jesse Chavez","ATL",63.1,,,0.5105364,,,0.26915709,0.01628352,0.06992337,,,0.13409962,,,,"Jesse Chavez",5448,445926
"Ryan Brasier","LAD",28,0.29411765,,0.12032086,,,0.1631016,0.42245989,,,,,,,,"Ryan Brasier",5615,518489
"Huascar Brazobán","- - -",51.2,0.21802002,,0.24916574,,,0.2458287,,,,,0.28698554,,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",133.2,0.5,,0.19516562,,,,,0.13249776,,,0.17233662,,,,"Albert Suarez",6175,544150
