Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Huascar Brazobán","- - -",51.2,8.211115000199298,,4.4133695874895364,,,4.592359309822186,,,,,1.2942045344862827,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",133.2,9.616742112749693,,4.810091526136485,,,,,-3.7857795277157344,,,4.810848008192979,,,"Albert Suarez",6175,544150
"Carlos Carrasco","CLE",103.2,6.31701826615767,,,,,3.569088091169085,0.4283005734707447,-4.438787627638432,,,1.6543033080113272,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","BAL",52.1,8.701046714299842,,,,,,-1.0449258520248088,,-5.0981072075933005,,0.7633834838867187,,,"Craig Kimbrel",6655,518886
"Chase Anderson","- - -",58.1,8.958259279364782,,4.190966850103334,,,8.185474003062529,-1.548311642238072,-9.267492340832222,,,6.959016201179776,,,"Chase Anderson",6895,502624
"Martín Pérez","- - -",135,8.561501075481546,,7.080423280688526,,,5.865500485186946,3.1635072231292725,-2.3524796516664566,,,4.941713253181137,,,"Martin Perez",6902,527048
"Luis García","- - -",59,8.495586603338069,,2.209243965148926,3.1927497543974552,,6.70100561575272,1.051843281796104,,,,,,,"Luis Garcia",6984,472610
"Ryan Pressly","HOU",56.2,9.58018167690596,,,,,6.906400792738971,2.062339564732143,-6.229286542077282,,,2.953882853190104,,,"Ryan Pressly",7005,519151
"Fernando Cruz","CIN",66.2,9.91170421937835,,4.558529935751584,2.13721750767226,,,,,,,3.8225886821746826,,,"Fernando Cruz",7048,518585
"Daniel Hudson","LAD",63,8.853999042890937,,,,,6.15114040000766,3.324928787343368,,,,7.1598007614548145,,,"Daniel Hudson",7146,543339
"Jay Jackson","MIN",26.1,9.188739871190599,,,,,6.812665192977242,3.8515574338407856,,,,4.004772186279297,,,"Jay Jackson",7432,543351
"Hunter Strickland","LAA",73.1,8.840720406715786,,-0.4315407973069411,,,3.168913034292368,1.932038680366848,,,,4.81854892784441,,,"Hunter Strickland",7836,519326
"Will Smith","KCR",41.1,10.08450708633814,,,,,,0.3677455610611114,-5.2419479949564876,,,7.065090257294324,,,"Will Smith",8048,519293
"David Robertson","TEX",72,12.163461685180664,,9.901411056518555,,,7.3468152214499085,-0.5450671631612896,-7.317620754241943,-5.979453004436729,,4.44962165469215,,,"David Robertson",8241,502085
"Justin Verlander","HOU",90.1,11.606356418644344,,,,,,4.001408411244877,-7.355997250948338,,,6.1162761688232425,,,"Justin Verlander",8700,434378
"Kirby Yates","TEX",61.2,8.536004482171474,,,0.30314397931999765,,,1.9660108884175618,,,,,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",170.2,6.786648525280899,,5.291126998429446,0.5293887676578937,,,1.7502572947535022,-4.2674033502350275,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","WSN",174.2,8.26162845141267,,2.8979011838616877,,,6.620321096148925,0.5418124045095136,-0.4874843435084566,-0.3028549253940582,,6.020943867791559,,,"Patrick Corbin",9323,571578
"Joe Kelly","LAD",32,7.606951545266544,,,,,3.7806621551513673,-0.3015135129292806,,-6.430682123923789,,2.605959842079564,,,"Joe Kelly",9761,523260
"Miles Mikolas","STL",171.2,8.149710657742043,,,,,5.801822162664736,1.8026197946414002,-7.956150322203424,-7.191156114850726,,4.129917161289232,,,"Miles Mikolas",9803,571945
"Caleb Thielbar","MIN",47.1,10.639132254464286,,,,,,0.169325294224083,-8.888341730291193,,,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","STL",169.2,9.41935488174522,,5.276437121435463,,,4.691879815924658,0.10479977502505541,-5.06968937957636,,,3.099435147372159,,,"Kyle Gibson",10123,502043
"Shelby Miller","DET",55.2,10.341640435376213,,2.5950000286102295,4.12327766418457,,,3.795183303039198,,,,,,,"Shelby Miller",10197,571946
"Aroldis Chapman","PIT",61.2,10.281338548413212,,,2.3375632957175925,,9.25265904476768,3.929182535807292,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",200,8.376479546354991,,4.812105751711573,3.298297337123326,,3.935217724860635,2.313805572590287,-4.928216652792008,,,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","TBR",20.2,8.938242985652042,,7.9095815022786455,,,4.740393887047007,,-0.4717642466227214,,,3.7003860473632812,,,"Erasmo Ramirez",10314,541640
"Michael Tonkin","- - -",79.1,6.43615222554411,,,,,1.8240904081996085,-0.943045699596405,,,,,,,"Michael Tonkin",10315,543859
"Scott Alexander","OAK",38.2,,,,,,2.2332402477525686,-2.530029535293579,,,,1.5008376657146296,,,"Scott Alexander",10591,518397
"Chris Sale","ATL",177.2,5.757807910890508,,,,,1.6092798214147586,-2.8741879904322687,,,,0.1647921023161515,,,"Chris Sale",10603,519242
"Merrill Kelly","ARI",73.2,8.405249459402901,,6.257960090238458,,,4.1315961826347305,1.5114525182923275,-5.58213285966353,,,0.8521936009618528,,,"Merrill Kelly",11156,518876
"Tommy Kahnle","NYY",42.2,8.99803087957974,,,,,6.436007181803386,2.794839404878162,,,,1.0731097590314211,,,"Tommy Kahnle",11384,592454
"Jose Quintana","NYM",170.1,9.247198726624015,,,,,7.607508579147196,,-3.7150779257015305,,,2.8779958837172566,,,"Jose Quintana",11423,500779
"Robbie Ray","SFG",30.2,10.475741077027592,,,,,,4.865239070012019,,0.056980256473316865,,,,,"Robbie Ray",11486,592662
"José Ureña","TEX",109,7.542102160754505,,,,,4.968317915236005,5.086070538360545,,,,5.308816741665083,,,"Jose Urena",11589,570632
"Jameson Taillon","CHC",165.1,9.395606797406463,,4.844881211063103,,,8.256160271563653,0.421998338575487,-5.910936963427198,,,5.9205610167305425,,,"Jameson Taillon",11674,592791
"Luke Jackson","- - -",53,10.617353616301546,,5.731406927108765,,,,-2.6923196554671525,-6.427339065906613,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","CHC",58.2,,,7.122198217055377,,,10.543926301549693,0.7460207939147949,,-1.5402563921353112,,,,,"Drew Smyly",11760,592767
"Héctor Neris","- - -",59.1,9.861654604272617,,,0.2965607186207314,,7.759928385416667,3.483522851126535,,,,,,,"Hector Neris",11804,593576
"James Paxton","- - -",100.1,7.999562246259797,,1.6344791628279776,,,5.7484229592716,,,-2.418799188197005,,5.446015017373221,,,"James Paxton",11828,572020
"Taijuan Walker","PHI",83.2,9.964656935212362,,8.67304749665437,2.033664946343489,,7.339602087960025,5.146300911903381,-5.839630717615927,,,,,,"Taijuan Walker",11836,592836
"Chris Martin","BOS",44.1,9.208316578584558,,5.545672668661163,2.0633644281431684,,6.447175056703629,1.4208232561747234,,,,,,,"Chris Martin",11847,455119
"Jason Adam","- - -",73.2,10.794200042356927,,,,,,-1.8911018371582031,,,,2.576144665271252,,,"Jason Adam",11861,592094
"Kyle Hendricks","CHC",130.2,8.219423638938538,,,,,4.2147006233638065,,-6.104579911864359,,,4.916847053721565,,,"Kyle Hendricks",12049,543294
"Scott McGough","ARI",32.2,10.752885425363788,,,4.986858853025932,,9.466372403231533,2.43698975914403,,-8.508135795593262,,,,,"Scott McGough",12056,543518
"Yimi García","- - -",39,8.491283855607024,,,,,4.105806612500958,4.867945329858623,-0.791906403713539,,,2.7371431770971264,,,"Yimi Garcia",12095,554340
"Aaron Brooks","OAK",26.2,8.24369028817236,,,,,5.363238431969467,0.708832689823995,,-1.8363316399710519,,1.4036775165134006,,,"Aaron Brooks",12272,605156
"Chris Bassitt","TOR",171,7.343853254963581,,5.108333947523585,0.21463329585518423,,4.784167125907676,-0.5983575421964542,-7.543136935763889,,,4.275071453896298,,,"Chris Bassitt",12304,605135
"Colin Rea","MIL",167.2,7.917655989615184,,4.2035808674340105,2.5562389308008653,,5.383059451941288,-0.34469505561577096,-5.29896296773638,,,,,,"Colin Rea",12317,607067
"Jacob Barnes","WSN",66,9.649643841911764,,4.530438866120218,,,,-0.2148163725690144,,,,,,,"Jacob Barnes",12323,606930
"Seth Lugo","KCR",206.2,8.92643447344169,,6.745032456341912,2.7830721227134148,,5.006338347595321,2.291173214583952,-6.837105181173313,,,2.8097974989149304,,,"Seth Lugo",12447,607625
"Blake Treinen","LAD",46.2,7.591732118187881,,4.8278552143513656,,,2.340327671595982,-0.5729415248817121,,,,,,,"Blake Treinen",12572,595014
"Adrian Houser","NYM",69.1,9.360061163651316,,,,,4.770281387844806,0.5121149140961316,-7.3849334716796875,,,2.8017373614841037,,,"Adrian Houser",12718,605288
"Nick Martinez","CIN",142.1,10.393860247150156,,7.0028872036325405,,,8.701947706905916,1.9700595562274639,-7.645944225929472,,,4.257883221170177,,,"Nick Martinez",12730,607259
"Rafael Montero","HOU",38.1,8.925721969848242,,,,,5.001391983032226,0.4991886288511987,,,,3.4379433685878538,,,"Rafael Montero",12760,606160
"Chris Devenski","TBR",26.2,10.252917110558712,,3.6980104188661316,,,,-1.0156573784060594,,,,3.707612652081275,,,"Chris Devenski",12763,606965
"Sonny Gray","STL",166.1,6.935256701125842,,0.5472217404464791,,,4.849153130302602,-2.899400146484375,-8.453209210824275,-8.076034545898438,,3.1411038764617727,,,"Sonny Gray",12768,543243
"John Brebbia","- - -",55.1,10.183638209292763,,,,,,0.49265222271669257,,,,9.452969233194986,,,"John Brebbia",12777,605154
"Burch Smith","- - -",56.1,9.997113909040179,,2.5814682642618814,,,6.851864814758301,0.959935084882989,-7.877632885444455,,,7.117106846400669,,,"Burch Smith",12784,572143
"Michael Kelly","OAK",31.1,7.771631673177083,,,,,4.623598575592041,-1.2426191885260087,,,,,,,"Michael Kelly",12791,547184
"Andrew Kittredge","STL",70.2,8.376239628754846,,1.1643634637196858,,,5.602690227291127,0.6302205483744464,,,,,,,"Andrew Kittredge",12828,552640
"Shawn Armstrong","- - -",66.2,9.313669702281123,,5.528964941686067,,,6.1274767904186564,3.0932098849789127,,,,,,,"Shawn Armstrong",12857,542888
"Tyler Anderson","LAA",179.1,11.543723597270365,,6.76024486400463,,,5.099620386497262,2.715523368433902,-6.257013320922852,,,7.44559545041012,,,"Tyler Anderson",12880,542881
"Joe Musgrove","SDP",99.2,7.359747173240681,,4.392966255684017,,,3.6506077863168027,-1.8076844972984814,-8.447947298542838,,,2.3930868333385837,,,"Joe Musgrove",12970,605397
"Joe Ross","MIL",74,7.8993425369262695,,,,,5.438099621637771,1.8048510796805088,-3.7250350952148437,,,4.0246791076660156,,,"Joe Ross",12972,605452
"Andrew Chafin","- - -",56.1,9.715833960112578,,,,,7.870090957515496,-1.0969950587701045,,,,,,,"Andrew Chafin",12988,605177
"Colten Brewer","CHC",20.2,7.115235920193829,,3.7170704432896207,,,4.599721431732178,1.4262853713262649,-8.09573769358407,,,,,,"Colten Brewer",12997,605155
"Yu Darvish","SDP",81.2,9.745140682204498,,6.683157784598214,2.7873379891378836,,5.68031800468013,0.32866520034169233,-8.814787688078704,-6.538323402404785,,,,,"Yu Darvish",13074,506433
"Gerrit Cole","NYY",95,10.284398690937941,,5.16705322265625,,,9.121134440104166,1.1415113040379115,,-8.26474626388284,,6.343199683017418,,,"Gerrit Cole",13125,543037
"Derek Law","WSN",90,9.771643853956654,,5.514553703396476,,,7.690711177996735,0.886584428105041,-4.3921209841358415,,,4.477100045340402,,,"Derek Law",13133,571882
"Eduardo Rodriguez","ARI",50,8.335735010662729,,4.942495014853106,,,6.726125081380208,1.6241594281112939,,,,3.9304700020032053,,,"Eduardo Rodriguez",13164,593958
"Jordan Weems","WSN",41.2,9.828864459187916,,,4.05809326171875,,,1.3738625049591064,-2.89112917582194,,,,,,"Jordan Weems",13190,607179
"Ross Stripling","OAK",85.1,10.740888089739203,,6.1175717954282405,,,7.509372533294203,2.139490483881353,,-7.258749024480836,,6.968969815944528,,,"Ross Stripling",13273,548389
"Danny Coulombe","BAL",29.2,8.496907552083334,,1.298082515171596,,,7.451858278304812,-4.344986306097274,,-11.343737372036639,,,,,"Danny Coulombe",13293,543056
"Hoby Milner","MIL",64.2,3.518807501001743,,,,,-0.018491901323466956,-0.31186668796372485,,,,1.1534076170487837,,,"Hoby Milner",13346,571948
"Steven Matz","STL",44.1,,,,,,6.812135954389551,2.8283594388228197,-4.473423472621985,,,0.5487411341716334,,,"Steven Matz",13361,571927
"Dylan Floro","- - -",68.2,7.957419259207589,,,,,4.940254493995949,2.942849235813113,,,,2.2902033697698534,,,"Dylan Floro",13394,571670
"Marcus Stroman","NYY",154.2,6.193009285699754,,3.2229409365309882,2.2937311120584707,,1.8920279418029458,-1.0867006508809216,-1.0683791408800098,,,,,,"Marcus Stroman",13431,573186
"Pierce Johnson","ATL",56.1,9.295414575084841,,5.701495048327324,,,,,-2.24381330536633,,,,,,"Pierce Johnson",13435,572955
"Taylor Rogers","SFG",60,,,,,,4.094031766500657,0.6439267511237158,,,,,,,"Taylor Rogers",13449,573124
"Lucas Sims","- - -",49.1,10.109710364032992,,5.865891059819799,4.971372604370117,,,2.560353483977141,-6.611522614009797,,,,,,"Lucas Sims",13470,608371
"Matt Bowman","- - -",30.2,5.714968999226888,,5.673532505424655,0.005772539774576823,,2.7655493385433534,2.876109726727009,,,,,,,"Matt Bowman",13528,621199
"Blake Snell","SFG",104,11.126991188337394,,,,,,4.642283921831109,-4.435579444736307,,,6.386114286073151,,,"Blake Snell",13543,605483
"Steven Okert","MIN",35.1,8.442870087819557,,,,,5.707120588847569,2.482968050813022,,,,3.9509202412196567,,,"Steven Okert",13580,595345
"Jakob Junis","- - -",67,7.7182331896842795,,6.759908199310303,,,4.038998578650511,0.7889893507231593,,,,2.1435035452058044,,,"Jakob Junis",13619,596001
"Clay Holmes","NYY",63,,,,,,3.094214185804955,-2.997687646898173,,,,,,,"Clay Holmes",13649,605280
"Tayler Scott","HOU",68.2,5.65536812560199,,,-2.2270953864382026,,2.7432334002326515,-0.646031820908525,,,,,,,"Tayler Scott",13652,605463
"Max Fried","ATL",174.1,6.509910160580654,,2.1290590427065856,,,5.127553699764016,-3.428388625665418,-9.757692113415949,,,2.6666737361675232,,,"Max Fried",13743,608331
"Chris Stratton","KCR",58.1,8.75782211183563,,,,,4.194940325857579,1.0528882833627553,-4.563090376420455,,,1.8501577666311553,,,"Chris Stratton",13761,608717
"JT Chargois","- - -",36.1,7.355530057634626,,,,,4.972255968067744,0.7084687634518272,,,,5.659638404846191,,,"JT Chargois",13767,608638
"Zach Eflin","- - -",165.1,7.233873462245475,,4.927119607000724,,,2.8804290284266147,1.6568300915166798,-3.5380945620329483,,,2.0513813607644713,,,"Zach Eflin",13774,621107
"Alex Wood","OAK",39.1,,,,,,5.840748609307844,-1.789539625664719,,,,-0.0349819928231324,,,"Alex Wood",13781,622072
"Matt Strahm","PHI",62.2,9.262718301259417,,4.695664504478717,,,6.150340260325612,0.9747431889878517,,,,,,,"Matt Strahm",13799,621381
"Austin Adams","OAK",41.1,5.967740376790364,,,,,2.2195611251027962,-0.6644460247823285,,,,,,,"Austin Adams",13801,613534
"Paul Sewald","ARI",39.2,7.3150271151928195,,,,,,3.9617454191767068,,,,0.45592817664146423,,,"Paul Sewald",13892,623149
"Chris Flexen","CHW",160,10.844013464496863,,4.757284320768763,,,12.16625420252482,-1.2427645237719427,-8.968645508526361,,,5.977203854647549,,,"Chris Flexen",13896,623167
"Brent Suter","CIN",65.2,7.433419893865716,,,,,7.792782889472114,-0.0802382537704742,,,,6.707013743938786,,,"Brent Suter",13942,608718
"Michael Wacha","KCR",166.2,10.642465140827266,,6.025598886850718,,,8.677235024401764,1.1798004150390624,-6.909938596329599,,,3.514064420534118,,,"Michael Wacha",14078,608379
"Kevin Gausman","TOR",181,9.98206816961335,,,3.9542377619101927,,7.275775615985577,2.444957987467448,,,,,,,"Kevin Gausman",14107,592332
"José Berríos","TOR",192.1,8.627469805347092,,6.5962711749690595,,,6.6431414118133265,,-2.6594088627741885,,,2.888177293346774,,,"Jose Berrios",14168,621244
"Josh Hader","HOU",71,,,,,,11.393171790692445,1.6278417587280274,,,,4.297528584798177,,,"Josh Hader",14212,623352
"Wandy Peralta","SDP",38.1,8.5371226184773,,,,,5.786735597720816,3.6698165401335685,,,,3.219479070925245,,,"Wandy Peralta",14295,593974
"Frankie Montas","- - -",150.2,8.968253888351947,,3.5831491113678227,1.7732543313478584,,5.653075687468998,2.350226215620482,,,,,,,"Frankie Montas",14309,593423
"Joel Payamps","MIL",59,8.836746628220016,,,,,5.273173842319222,0.21100875685886783,,,,2.7261947410694067,,,"Joel Payamps",14332,606303
"Ty Blach","COL",71.1,3.5055368721027813,,1.4484978952715475,,,4.762546207593835,6.893809795379639,-2.1252474015758884,,,-0.5808882927723068,,,"Ty Blach",14361,621389
"Tyler Glasnow","LAD",134,9.601975785566298,,,,,8.58236328125,0.591310844146948,-6.407462216953543,,,,,,"Tyler Glasnow",14374,607192
"Yunior Marte","PHI",26,8.329233937449269,,4.846526622772217,2.403247324625651,,6.038238884420956,0.9607837733937733,,,,,,,"Yunior Marte",14416,628708
"Thyago Vieira","- - -",38,9.698095497178153,,,,,7.833136552045135,2.6857460950264005,,,,5.070030212402344,,,"Thyago Vieira",14510,600986
"José Leclerc","TEX",66.2,10.128288922991072,,4.001378619481647,,,6.4021563361672795,2.573936952723329,,,,7.3544505049542686,,,"Jose Leclerc",14524,600917
"Jorge López","- - -",53,8.073989105224609,,,,,5.052325061916076,1.5623829300339158,,-5.999598377155808,,1.7967388883550117,,,"Jorge Lopez",14527,605347
"Carlos Estévez","- - -",55,10.00289078062749,,,,,,1.903620468073593,-0.7942065397898356,,,5.662551700367647,,,"Carlos Estevez",14542,608032
"José Ruiz","PHI",51,10.372717769135463,,,,,7.588949600452094,8.240038471837197,-1.6509307861328124,,,5.075638382523148,,,"Jose Ruiz",14552,614179
"Anthony Banda","LAD",49.2,8.194354337804457,,0.8656891584396362,,,4.846145915475121,-0.5654360954075643,-5.419319534301758,,,3.3171575466791787,,,"Anthony Banda",14706,607455
"Edwin Díaz","NYM",53.2,7.434643811677631,,,,,,3.098031679061785,,,,,,,"Edwin Diaz",14710,621242
"Paul Blackburn","- - -",75.1,9.759787608001192,,4.2166152554058405,,,5.989983760949337,-2.2577181523389154,-9.206036575441438,,,3.9564107259114585,,,"Paul Blackburn",14739,621112
"Emilio Pagán","CIN",38,10.667792376349954,,3.3560616510995427,3.5637234677089733,,,,,,,,,,"Emilio Pagan",14771,641941
"Buck Farmer","CIN",71,8.163797154385819,,,,,4.242250241024394,2.3483429564304963,,,,-0.001447610465847716,,,"Buck Farmer",14814,571656
"Michael Lorenzen","- - -",130.1,9.098529426144882,,4.672831074472819,,,5.908873739285706,-0.5142077165536392,-7.608152517458287,,,5.513157599451584,,,"Michael Lorenzen",14843,547179
"Joe Mantiply","ARI",59.2,5.553916705282111,,,,,1.1161552171449403,,-1.9035885437675144,,,-2.3137738048770022,,,"Joe Mantiply",14857,573009
"Sam Moll","CIN",37.2,6.376280450619726,,,,,0.3079628676510929,-0.6401727713790595,,,,-3.5925423758370534,,,"Sam Moll",14874,594580
"Jon Gray","TEX",102.2,7.848236846923828,,,,,,3.3910390475631265,-2.985675592680235,,,4.164303754723591,,,"Jon Gray",14916,592351
"Ben Lively","CLE",151,8.655232747395834,,,,,6.594017608949067,2.024347902254294,-2.964427496019698,,,4.261369617707139,,,"Ben Lively",14932,594902
"Chad Kuhl","CHW",53.1,6.159395207180066,,5.287432052276947,,,2.8955761745637734,0.515664537217882,,,,0.2507911074546076,,,"Chad Kuhl",14975,641771
"Giovanny Gallegos","STL",20.2,10.382437323446327,,,,,,1.7814072352375476,,,,7.585407963505498,,,"Giovanny Gallegos",14986,606149
"Scott Barlow","CLE",55,5.887582003214713,,,,,3.0650287266195257,1.5454808564093003,-5.416760537790697,,,,,,"Scott Barlow",14993,605130
"Kyle Finnegan","WSN",63.2,9.250361639649793,,,3.127741690712108,,,1.0352402379957295,,,,,,,"Kyle Finnegan",15009,640448
"Tim Mayza","- - -",42.2,4.421841939290364,,,,,5.3632507905505955,1.085331687927246,,,,,,,"Tim Mayza",15042,641835
"Austin Voth","SEA",61,9.673443418560606,,3.448231798537234,,,,-0.20154637875764267,-7.356923642365829,,,,,,"Austin Voth",15047,608723
"Adam Cimber","LAA",24.1,3.0533645280444897,,,,,-3.0808455704042577,6.348245957318475,,,,,,,"Adam Cimber",15288,643256
"Andrew Heaney","TEX",160,7.821110619439019,,2.9103705088297525,,,4.469783582185444,0.7034712691056101,-4.0001362501972855,,,3.179313211667615,,,"Andrew Heaney",15423,571760
"Matthew Boyd","CLE",39.2,7.924180030822754,,,,,4.908797768985524,-1.8167637792126885,-5.121052494755498,,,3.3001810128348215,,,"Matthew Boyd",15440,571510
"Nick Pivetta","BOS",145.2,11.82959036946194,,4.302021026611328,,,,2.0733023073481416,-8.321751317512101,,,,,,"Nick Pivetta",15454,601713
"Marco Gonzales","PIT",33.2,8.727454606876817,,4.994601675180289,,,6.826337280273438,,-3.6193309437144885,,,2.437565426174685,,,"Marco Gonzales",15467,594835
"Hunter Harvey","- - -",50.2,9.789126446727307,,,2.1958309355236234,,,-0.5956939288548061,-6.228975795564198,,,,,,"Hunter Harvey",15507,640451
"Tyler Rogers","SFG",70.1,-6.317499160766602,,,,,-7.5754455757739025,6.979291251536166,,,,,,,"Tyler Rogers",15541,643511
"Mark Leiter Jr.","- - -",58,6.8061167399088545,,3.9520727380529626,2.81378090446764,,7.167712602459017,-1.4293384146183095,-9.952045174532158,,,3.432854175567627,,,"Mark Leiter Jr.",15551,643410
"Chad Green","TOR",53.1,10.575116838727679,,7.096497217814128,,,,1.8005415482954545,,,,,,,"Chad Green",15552,643338
"Luis Castillo","SEA",175.1,6.892061209972994,,,,,2.2798068523406982,0.4676130172419063,,,,-0.024371649704727473,,,"Luis Castillo",15689,622491
"Brad Keller","- - -",41.1,8.155558231898716,,,,,5.173367990029825,-1.4999736569962412,-5.571858362718062,,,3.7012602422655245,,,"Brad Keller",15734,641745
"Joe Jiménez","ATL",68.2,9.95797092445328,,,,,,1.8839541965060764,,,,4.333511684251868,,,"Joe Jimenez",15761,641729
"Devin Williams","MIL",21.2,9.033255107094798,,7.104869842529297,,,,,,,,-1.935791709206321,,,"Devin Williams",15816,642207
"Zack Littell","TBR",156.1,9.834432633196721,,,1.2067553202311199,,7.949620785920517,3.4857308172410533,,,,,,,"Zack Littell",15823,641793
"Sean Manaea","NYM",181.2,7.445994509356564,,4.302890100211741,,,5.447734579210231,1.3601738209730776,,,,2.337337850511243,,,"Sean Manaea",15873,640455
"Luis Severino","NYM",182,9.20575838414634,,4.826364672746781,,,6.953147504582751,1.4895423517527757,,,,4.350328014742944,,,"Luis Severino",15890,622663
"Ryne Stanek","- - -",55.1,10.646659148024211,,,2.774118815882925,,7.861412811279297,0.31135616773440516,,,,,,,"Ryne Stanek",15947,592773
"Cam Booser","BOS",42.2,9.405999006304825,,2.559187478166286,,,,-1.4470167392637672,,,,,,,"Cam Booser",16061,592155
"Carlos Rodón","NYY",175,10.595098434438276,,6.517718113890481,,,,-0.24445328801315022,-5.723075183912938,,,2.1785035705566407,,,"Carlos Rodon",16137,607074
"Aaron Nola","PHI",199.1,8.233196959554679,,4.8545004916028915,,,4.908210613976227,,,-5.772389720120353,,1.892706557283184,,,"Aaron Nola",16149,605400
"Justin Anderson","CHW",53.1,9.066336495535714,,4.764317406548394,,,5.569629084454836,1.244009754269622,,,,,,,"Justin Anderson",16201,605121
"Spencer Turnbull","PHI",54.1,5.6353224033846,,,,,3.7262372042225524,3.2563177438363136,-7.88824946705888,,,0.30990335892657844,,,"Spencer Turnbull",16207,605513
"Kyle Freeland","COL",113.1,8.323227866401885,,,,,4.404582080753168,3.558552148923352,,-2.7974340307103978,,3.7524966405442925,,,"Kyle Freeland",16256,607536
"Aaron Bummer","ATL",55.1,5.924900330219073,,1.8779271962691326,,,0.2578766616349368,-0.34477395097512287,-4.434251265092329,,,1.4838685122403232,,,"Aaron Bummer",16258,607481
"John Means","BAL",20.2,11.418088785807292,,,,,,4.906348151129645,,-3.782523454938616,,9.782521006825206,,,"John Means",16269,607644
"Jesus Tinoco","- - -",40.2,8.138452948593512,,1.6812248229980469,,,3.9170424270629884,2.6014620274393776,,,,2.351111034552256,,,"Jesus Tinoco",16300,622786
"Reynaldo López","ATL",135.2,9.628981902159335,,,,,,-0.7325913594615074,-4.386191446273053,,,6.596727159288195,,,"Reynaldo Lopez",16400,625643
"Yonny Chirinos","MIA",30,8.520993939568015,,,3.1900162947805306,,4.916938731872958,2.884235742673352,,,,,,,"Yonny Chirinos",16401,630023
"Victor González","NYY",23.1,,,,,,4.502490564294764,1.3710230047052556,,,,2.3621249356112637,,,"Victor Gonzalez",16408,624647
"Scott Blewett","MIN",20.1,9.529124098557693,,,2.6341683523995534,,,1.4168233235677083,,,,,,,"Scott Blewett",16427,656240
"Brent Honeywell","- - -",37.2,9.485243797302246,,,,,7.75317997402615,2.0077588188816122,,,,2.3521231015523276,-1.8403195320291723,,"Brent Honeywell",16466,641703
"Ryan Yarbrough","- - -",98.2,5.149007223866469,,4.633525619506836,,,2.4153347754663277,,2.850669053884653,,,1.1130599326275765,,,"Ryan Yarbrough",16502,642232
